filename,width,height,class,xmin,ymin,xmax,ymax
ABBY_064_2019_jpeg.rf.aa9dfe695acc2e54a116c045b892bfb9.jpg,416,416,tree-top,209,53,255,103
JERC_010_2018_jpeg.rf.aa9ec610b7232bfc9ec688a8cc942931.jpg,416,416,tree-top,28,149,133,252
JERC_010_2018_jpeg.rf.aa9ec610b7232bfc9ec688a8cc942931.jpg,416,416,tree-top,6,279,66,365
JERC_010_2018_jpeg.rf.aa9ec610b7232bfc9ec688a8cc942931.jpg,416,416,tree-top,51,352,117,405
JERC_010_2018_jpeg.rf.aa9ec610b7232bfc9ec688a8cc942931.jpg,416,416,tree-top,261,9,362,95
JERC_010_2018_jpeg.rf.aa9ec610b7232bfc9ec688a8cc942931.jpg,416,416,tree-top,346,0,414,53
JERC_010_2018_jpeg.rf.aa9ec610b7232bfc9ec688a8cc942931.jpg,416,416,tree-top,2,57,46,163
JERC_010_2018_jpeg.rf.aa9ec610b7232bfc9ec688a8cc942931.jpg,416,416,tree-top,215,119,262,159
JERC_010_2018_jpeg.rf.aa9ec610b7232bfc9ec688a8cc942931.jpg,416,416,tree-top,263,111,351,179
JERC_010_2018_jpeg.rf.aa9ec610b7232bfc9ec688a8cc942931.jpg,416,416,tree-top,96,53,189,187
JERC_010_2018_jpeg.rf.aa9ec610b7232bfc9ec688a8cc942931.jpg,416,416,tree-top,31,1,157,59
JERC_010_2018_jpeg.rf.aa9ec610b7232bfc9ec688a8cc942931.jpg,416,416,tree-top,172,0,246,73
JERC_010_2018_jpeg.rf.aa9ec610b7232bfc9ec688a8cc942931.jpg,416,416,tree-top,232,300,333,416
JERC_010_2018_jpeg.rf.aa9ec610b7232bfc9ec688a8cc942931.jpg,416,416,tree-top,123,314,243,416
JERC_010_2018_jpeg.rf.aa9ec610b7232bfc9ec688a8cc942931.jpg,416,416,tree-top,64,263,128,329
JERC_010_2018_jpeg.rf.aa9ec610b7232bfc9ec688a8cc942931.jpg,416,416,tree-top,137,166,272,302
JERC_010_2018_jpeg.rf.aa9ec610b7232bfc9ec688a8cc942931.jpg,416,416,tree-top,281,185,385,299
JERC_010_2018_jpeg.rf.aa9ec610b7232bfc9ec688a8cc942931.jpg,416,416,tree-top,332,71,406,153
ABBY_016_2019_jpeg.rf.aabd59df424ed92b3b07de77049cf464.jpg,416,416,tree-top,205,212,263,294
ABBY_016_2019_jpeg.rf.aabd59df424ed92b3b07de77049cf464.jpg,416,416,tree-top,162,62,229,140
ABBY_016_2019_jpeg.rf.aabd59df424ed92b3b07de77049cf464.jpg,416,416,tree-top,166,272,228,332
ABBY_016_2019_jpeg.rf.aabd59df424ed92b3b07de77049cf464.jpg,416,416,tree-top,258,81,341,179
ABBY_016_2019_jpeg.rf.aabd59df424ed92b3b07de77049cf464.jpg,416,416,tree-top,306,0,387,81
ABBY_016_2019_jpeg.rf.aabd59df424ed92b3b07de77049cf464.jpg,416,416,tree-top,98,7,150,67
ABBY_016_2019_jpeg.rf.aabd59df424ed92b3b07de77049cf464.jpg,416,416,tree-top,343,263,397,313
ABBY_016_2019_jpeg.rf.aabd59df424ed92b3b07de77049cf464.jpg,416,416,tree-top,316,169,376,238
ABBY_016_2019_jpeg.rf.aabd59df424ed92b3b07de77049cf464.jpg,416,416,tree-top,1,79,81,173
ABBY_016_2019_jpeg.rf.aabd59df424ed92b3b07de77049cf464.jpg,416,416,tree-top,217,1,292,70
ABBY_016_2019_jpeg.rf.aabd59df424ed92b3b07de77049cf464.jpg,416,416,tree-top,1,358,77,414
ABBY_016_2019_jpeg.rf.aabd59df424ed92b3b07de77049cf464.jpg,416,416,tree-top,363,95,414,182
ABBY_016_2019_jpeg.rf.aabd59df424ed92b3b07de77049cf464.jpg,416,416,tree-top,291,305,379,399
ABBY_016_2019_jpeg.rf.aabd59df424ed92b3b07de77049cf464.jpg,416,416,tree-top,0,196,44,285
ABBY_016_2019_jpeg.rf.aabd59df424ed92b3b07de77049cf464.jpg,416,416,tree-top,76,61,157,143
ABBY_016_2019_jpeg.rf.aabd59df424ed92b3b07de77049cf464.jpg,416,416,tree-top,59,194,114,266
ABBY_016_2019_jpeg.rf.aabd59df424ed92b3b07de77049cf464.jpg,416,416,tree-top,117,150,175,218
ABBY_016_2019_jpeg.rf.aabd59df424ed92b3b07de77049cf464.jpg,416,416,tree-top,91,327,185,403
ABBY_016_2019_jpeg.rf.aabd59df424ed92b3b07de77049cf464.jpg,416,416,tree-top,87,264,141,336
ABBY_016_2019_jpeg.rf.aabd59df424ed92b3b07de77049cf464.jpg,416,416,tree-top,241,180,324,300
ABBY_016_2019_jpeg.rf.aabd59df424ed92b3b07de77049cf464.jpg,416,416,tree-top,197,316,283,376
ABBY_016_2019_jpeg.rf.aabd59df424ed92b3b07de77049cf464.jpg,416,416,tree-top,8,1,102,75
DELA_008_2018_jpeg.rf.aae6e6d1c2aaf2bfd2209f91b429f751.jpg,416,416,tree-top,309,111,415,220
DELA_008_2018_jpeg.rf.aae6e6d1c2aaf2bfd2209f91b429f751.jpg,416,416,tree-top,132,253,254,339
DELA_008_2018_jpeg.rf.aae6e6d1c2aaf2bfd2209f91b429f751.jpg,416,416,tree-top,7,273,99,349
DELA_008_2018_jpeg.rf.aae6e6d1c2aaf2bfd2209f91b429f751.jpg,416,416,tree-top,0,166,87,246
DELA_008_2018_jpeg.rf.aae6e6d1c2aaf2bfd2209f91b429f751.jpg,416,416,tree-top,0,351,115,414
DELA_008_2018_jpeg.rf.aae6e6d1c2aaf2bfd2209f91b429f751.jpg,416,416,tree-top,117,338,207,415
DELA_008_2018_jpeg.rf.aae6e6d1c2aaf2bfd2209f91b429f751.jpg,416,416,tree-top,234,5,382,114
DELA_008_2018_jpeg.rf.aae6e6d1c2aaf2bfd2209f91b429f751.jpg,416,416,tree-top,104,31,156,89
DELA_008_2018_jpeg.rf.aae6e6d1c2aaf2bfd2209f91b429f751.jpg,416,416,tree-top,308,223,404,317
DELA_008_2018_jpeg.rf.aae6e6d1c2aaf2bfd2209f91b429f751.jpg,416,416,tree-top,124,63,233,143
DELA_008_2018_jpeg.rf.aae6e6d1c2aaf2bfd2209f91b429f751.jpg,416,416,tree-top,379,377,416,416
DELA_008_2018_jpeg.rf.aae6e6d1c2aaf2bfd2209f91b429f751.jpg,416,416,tree-top,207,178,306,248
DELA_008_2018_jpeg.rf.aae6e6d1c2aaf2bfd2209f91b429f751.jpg,416,416,tree-top,96,137,174,228
BONA_007_2018_jpeg.rf.ab0475f461ed4e9e08c7bf91d9789c95.jpg,416,416,tree-top,297,231,339,273
BONA_007_2018_jpeg.rf.ab0475f461ed4e9e08c7bf91d9789c95.jpg,416,416,tree-top,210,316,258,362
BONA_007_2018_jpeg.rf.ab0475f461ed4e9e08c7bf91d9789c95.jpg,416,416,tree-top,35,47,72,89
BONA_007_2018_jpeg.rf.ab0475f461ed4e9e08c7bf91d9789c95.jpg,416,416,tree-top,236,1,305,55
BONA_007_2018_jpeg.rf.ab0475f461ed4e9e08c7bf91d9789c95.jpg,416,416,tree-top,124,145,167,186
BONA_007_2018_jpeg.rf.ab0475f461ed4e9e08c7bf91d9789c95.jpg,416,416,tree-top,143,321,190,363
BONA_007_2018_jpeg.rf.ab0475f461ed4e9e08c7bf91d9789c95.jpg,416,416,tree-top,120,372,165,416
BONA_007_2018_jpeg.rf.ab0475f461ed4e9e08c7bf91d9789c95.jpg,416,416,tree-top,335,61,382,107
BONA_007_2018_jpeg.rf.ab0475f461ed4e9e08c7bf91d9789c95.jpg,416,416,tree-top,314,326,354,362
BONA_007_2018_jpeg.rf.ab0475f461ed4e9e08c7bf91d9789c95.jpg,416,416,tree-top,45,247,85,289
BONA_007_2018_jpeg.rf.ab0475f461ed4e9e08c7bf91d9789c95.jpg,416,416,tree-top,137,217,173,252
BONA_007_2018_jpeg.rf.ab0475f461ed4e9e08c7bf91d9789c95.jpg,416,416,tree-top,250,331,294,376
BONA_007_2018_jpeg.rf.ab0475f461ed4e9e08c7bf91d9789c95.jpg,416,416,tree-top,40,323,84,366
BONA_007_2018_jpeg.rf.ab0475f461ed4e9e08c7bf91d9789c95.jpg,416,416,tree-top,0,1,34,43
BONA_007_2018_jpeg.rf.ab0475f461ed4e9e08c7bf91d9789c95.jpg,416,416,tree-top,21,200,56,237
BONA_007_2018_jpeg.rf.ab0475f461ed4e9e08c7bf91d9789c95.jpg,416,416,tree-top,252,294,290,333
BONA_007_2018_jpeg.rf.ab0475f461ed4e9e08c7bf91d9789c95.jpg,416,416,tree-top,1,295,43,341
BONA_007_2018_jpeg.rf.ab0475f461ed4e9e08c7bf91d9789c95.jpg,416,416,tree-top,188,198,234,244
BONA_007_2018_jpeg.rf.ab0475f461ed4e9e08c7bf91d9789c95.jpg,416,416,tree-top,290,148,352,216
BONA_007_2018_jpeg.rf.ab0475f461ed4e9e08c7bf91d9789c95.jpg,416,416,tree-top,331,261,365,296
BONA_007_2018_jpeg.rf.ab0475f461ed4e9e08c7bf91d9789c95.jpg,416,416,tree-top,384,368,416,414
BONA_007_2018_jpeg.rf.ab0475f461ed4e9e08c7bf91d9789c95.jpg,416,416,tree-top,309,35,357,74
BONA_007_2018_jpeg.rf.ab0475f461ed4e9e08c7bf91d9789c95.jpg,416,416,tree-top,332,353,367,396
BONA_007_2018_jpeg.rf.ab0475f461ed4e9e08c7bf91d9789c95.jpg,416,416,tree-top,16,126,69,170
BONA_007_2018_jpeg.rf.ab0475f461ed4e9e08c7bf91d9789c95.jpg,416,416,tree-top,127,30,183,88
BONA_007_2018_jpeg.rf.ab0475f461ed4e9e08c7bf91d9789c95.jpg,416,416,tree-top,153,169,200,213
BONA_007_2018_jpeg.rf.ab0475f461ed4e9e08c7bf91d9789c95.jpg,416,416,tree-top,209,167,246,201
BONA_007_2018_jpeg.rf.ab0475f461ed4e9e08c7bf91d9789c95.jpg,416,416,tree-top,358,364,395,410
BONA_007_2018_jpeg.rf.ab0475f461ed4e9e08c7bf91d9789c95.jpg,416,416,tree-top,230,375,275,413
BONA_007_2018_jpeg.rf.ab0475f461ed4e9e08c7bf91d9789c95.jpg,416,416,tree-top,10,73,40,102
BONA_007_2018_jpeg.rf.ab0475f461ed4e9e08c7bf91d9789c95.jpg,416,416,tree-top,90,196,142,240
BONA_007_2018_jpeg.rf.ab0475f461ed4e9e08c7bf91d9789c95.jpg,416,416,tree-top,64,197,92,229
BONA_007_2018_jpeg.rf.ab0475f461ed4e9e08c7bf91d9789c95.jpg,416,416,tree-top,373,41,416,88
BONA_007_2018_jpeg.rf.ab0475f461ed4e9e08c7bf91d9789c95.jpg,416,416,tree-top,141,290,178,326
BONA_007_2018_jpeg.rf.ab0475f461ed4e9e08c7bf91d9789c95.jpg,416,416,tree-top,171,378,226,416
BONA_007_2018_jpeg.rf.ab0475f461ed4e9e08c7bf91d9789c95.jpg,416,416,tree-top,250,115,313,164
BONA_007_2018_jpeg.rf.ab0475f461ed4e9e08c7bf91d9789c95.jpg,416,416,tree-top,348,197,386,232
BONA_007_2018_jpeg.rf.ab0475f461ed4e9e08c7bf91d9789c95.jpg,416,416,tree-top,124,244,173,292
BONA_007_2018_jpeg.rf.ab0475f461ed4e9e08c7bf91d9789c95.jpg,416,416,tree-top,265,241,299,277
BONA_007_2018_jpeg.rf.ab0475f461ed4e9e08c7bf91d9789c95.jpg,416,416,tree-top,286,355,327,395
BONA_007_2018_jpeg.rf.ab0475f461ed4e9e08c7bf91d9789c95.jpg,416,416,tree-top,91,370,125,406
BONA_007_2018_jpeg.rf.ab0475f461ed4e9e08c7bf91d9789c95.jpg,416,416,tree-top,5,242,49,288
BONA_007_2018_jpeg.rf.ab0475f461ed4e9e08c7bf91d9789c95.jpg,416,416,tree-top,84,233,120,269
BONA_007_2018_jpeg.rf.ab0475f461ed4e9e08c7bf91d9789c95.jpg,416,416,tree-top,103,301,144,341
BONA_007_2018_jpeg.rf.ab0475f461ed4e9e08c7bf91d9789c95.jpg,416,416,tree-top,60,291,97,331
BONA_007_2018_jpeg.rf.ab0475f461ed4e9e08c7bf91d9789c95.jpg,416,416,tree-top,1,352,42,401
BONA_007_2018_jpeg.rf.ab0475f461ed4e9e08c7bf91d9789c95.jpg,416,416,tree-top,57,89,85,121
BONA_007_2018_jpeg.rf.ab0475f461ed4e9e08c7bf91d9789c95.jpg,416,416,tree-top,0,51,25,89
BONA_007_2018_jpeg.rf.ab0475f461ed4e9e08c7bf91d9789c95.jpg,416,416,tree-top,70,32,128,79
BONA_007_2018_jpeg.rf.ab0475f461ed4e9e08c7bf91d9789c95.jpg,416,416,tree-top,287,313,318,341
BONA_007_2018_jpeg.rf.ab0475f461ed4e9e08c7bf91d9789c95.jpg,416,416,tree-top,97,96,156,150
BONA_007_2018_jpeg.rf.ab0475f461ed4e9e08c7bf91d9789c95.jpg,416,416,tree-top,310,0,366,33
BONA_007_2018_jpeg.rf.ab0475f461ed4e9e08c7bf91d9789c95.jpg,416,416,tree-top,111,347,139,377
BONA_007_2018_jpeg.rf.ab0475f461ed4e9e08c7bf91d9789c95.jpg,416,416,tree-top,1,400,21,416
BONA_007_2018_jpeg.rf.ab0475f461ed4e9e08c7bf91d9789c95.jpg,416,416,tree-top,33,161,74,198
BONA_007_2018_jpeg.rf.ab0475f461ed4e9e08c7bf91d9789c95.jpg,416,416,tree-top,272,400,321,416
BONA_007_2018_jpeg.rf.ab0475f461ed4e9e08c7bf91d9789c95.jpg,416,416,tree-top,67,137,110,179
BONA_007_2018_jpeg.rf.ab0475f461ed4e9e08c7bf91d9789c95.jpg,416,416,tree-top,191,26,233,64
BONA_007_2018_jpeg.rf.ab0475f461ed4e9e08c7bf91d9789c95.jpg,416,416,tree-top,238,231,267,265
BONA_007_2018_jpeg.rf.ab0475f461ed4e9e08c7bf91d9789c95.jpg,416,416,tree-top,377,282,409,322
BONA_007_2018_jpeg.rf.ab0475f461ed4e9e08c7bf91d9789c95.jpg,416,416,tree-top,59,396,111,416
BONA_007_2018_jpeg.rf.ab0475f461ed4e9e08c7bf91d9789c95.jpg,416,416,tree-top,268,402,302,416
BONA_007_2018_jpeg.rf.ab0475f461ed4e9e08c7bf91d9789c95.jpg,416,416,tree-top,394,177,415,235
BONA_007_2018_jpeg.rf.ab0475f461ed4e9e08c7bf91d9789c95.jpg,416,416,tree-top,400,276,416,310
BONA_007_2018_jpeg.rf.ab0475f461ed4e9e08c7bf91d9789c95.jpg,416,416,tree-top,91,263,117,290
BONA_007_2018_jpeg.rf.ab0475f461ed4e9e08c7bf91d9789c95.jpg,416,416,tree-top,32,399,79,416
BONA_007_2018_jpeg.rf.ab0475f461ed4e9e08c7bf91d9789c95.jpg,416,416,tree-top,259,299,305,339
BONA_007_2018_jpeg.rf.ab0475f461ed4e9e08c7bf91d9789c95.jpg,416,416,tree-top,0,234,13,274
BONA_007_2018_jpeg.rf.ab0475f461ed4e9e08c7bf91d9789c95.jpg,416,416,tree-top,189,121,235,165
BONA_007_2018_jpeg.rf.ab0475f461ed4e9e08c7bf91d9789c95.jpg,416,416,tree-top,185,96,213,133
BONA_007_2018_jpeg.rf.ab0475f461ed4e9e08c7bf91d9789c95.jpg,416,416,tree-top,309,95,360,144
BONA_007_2018_jpeg.rf.ab0475f461ed4e9e08c7bf91d9789c95.jpg,416,416,tree-top,360,253,396,294
BONA_007_2018_jpeg.rf.ab0475f461ed4e9e08c7bf91d9789c95.jpg,416,416,tree-top,326,284,361,312
BONA_007_2018_jpeg.rf.ab0475f461ed4e9e08c7bf91d9789c95.jpg,416,416,tree-top,235,350,264,381
BONA_007_2018_jpeg.rf.ab0475f461ed4e9e08c7bf91d9789c95.jpg,416,416,tree-top,188,253,235,289
BONA_007_2018_jpeg.rf.ab0475f461ed4e9e08c7bf91d9789c95.jpg,416,416,tree-top,229,295,255,321
BONA_007_2018_jpeg.rf.ab0475f461ed4e9e08c7bf91d9789c95.jpg,416,416,tree-top,359,111,399,154
BONA_007_2018_jpeg.rf.ab0475f461ed4e9e08c7bf91d9789c95.jpg,416,416,tree-top,209,63,284,119
BONA_007_2018_jpeg.rf.ab0475f461ed4e9e08c7bf91d9789c95.jpg,416,416,tree-top,349,168,384,200
DEJU_062_2018_jpeg.rf.ab1a2e7a01e640157a0a3cfe1d3060e1.jpg,416,416,tree-top,244,196,286,238
DEJU_062_2018_jpeg.rf.ab1a2e7a01e640157a0a3cfe1d3060e1.jpg,416,416,tree-top,235,65,272,96
DEJU_062_2018_jpeg.rf.ab1a2e7a01e640157a0a3cfe1d3060e1.jpg,416,416,tree-top,131,150,158,175
DEJU_062_2018_jpeg.rf.ab1a2e7a01e640157a0a3cfe1d3060e1.jpg,416,416,tree-top,268,310,314,360
DEJU_062_2018_jpeg.rf.ab1a2e7a01e640157a0a3cfe1d3060e1.jpg,416,416,tree-top,18,280,59,326
DEJU_062_2018_jpeg.rf.ab1a2e7a01e640157a0a3cfe1d3060e1.jpg,416,416,tree-top,388,129,411,152
DEJU_062_2018_jpeg.rf.ab1a2e7a01e640157a0a3cfe1d3060e1.jpg,416,416,tree-top,213,278,255,320
DEJU_062_2018_jpeg.rf.ab1a2e7a01e640157a0a3cfe1d3060e1.jpg,416,416,tree-top,314,319,343,355
DEJU_062_2018_jpeg.rf.ab1a2e7a01e640157a0a3cfe1d3060e1.jpg,416,416,tree-top,124,56,153,82
DEJU_062_2018_jpeg.rf.ab1a2e7a01e640157a0a3cfe1d3060e1.jpg,416,416,tree-top,61,95,89,123
DEJU_062_2018_jpeg.rf.ab1a2e7a01e640157a0a3cfe1d3060e1.jpg,416,416,tree-top,21,178,45,208
DEJU_062_2018_jpeg.rf.ab1a2e7a01e640157a0a3cfe1d3060e1.jpg,416,416,tree-top,224,340,259,366
DEJU_062_2018_jpeg.rf.ab1a2e7a01e640157a0a3cfe1d3060e1.jpg,416,416,tree-top,401,300,416,320
DEJU_062_2018_jpeg.rf.ab1a2e7a01e640157a0a3cfe1d3060e1.jpg,416,416,tree-top,384,371,406,395
DEJU_062_2018_jpeg.rf.ab1a2e7a01e640157a0a3cfe1d3060e1.jpg,416,416,tree-top,342,128,369,154
DEJU_062_2018_jpeg.rf.ab1a2e7a01e640157a0a3cfe1d3060e1.jpg,416,416,tree-top,367,18,389,42
DEJU_062_2018_jpeg.rf.ab1a2e7a01e640157a0a3cfe1d3060e1.jpg,416,416,tree-top,197,152,233,188
DEJU_062_2018_jpeg.rf.ab1a2e7a01e640157a0a3cfe1d3060e1.jpg,416,416,tree-top,100,348,124,376
DEJU_056_2019_jpeg.rf.ab1d10b6cc8ad4f93e1c873873936402.jpg,416,416,tree-top,384,13,414,41
DEJU_056_2019_jpeg.rf.ab1d10b6cc8ad4f93e1c873873936402.jpg,416,416,tree-top,236,24,269,58
DEJU_056_2019_jpeg.rf.ab1d10b6cc8ad4f93e1c873873936402.jpg,416,416,tree-top,166,239,205,277
DEJU_056_2019_jpeg.rf.ab1d10b6cc8ad4f93e1c873873936402.jpg,416,416,tree-top,208,319,239,347
DEJU_056_2019_jpeg.rf.ab1d10b6cc8ad4f93e1c873873936402.jpg,416,416,tree-top,90,114,118,144
DEJU_056_2019_jpeg.rf.ab1d10b6cc8ad4f93e1c873873936402.jpg,416,416,tree-top,353,219,382,250
DEJU_056_2019_jpeg.rf.ab1d10b6cc8ad4f93e1c873873936402.jpg,416,416,tree-top,233,182,276,228
DEJU_056_2019_jpeg.rf.ab1d10b6cc8ad4f93e1c873873936402.jpg,416,416,tree-top,37,142,73,175
DEJU_056_2019_jpeg.rf.ab1d10b6cc8ad4f93e1c873873936402.jpg,416,416,tree-top,264,333,294,360
DEJU_056_2019_jpeg.rf.ab1d10b6cc8ad4f93e1c873873936402.jpg,416,416,tree-top,169,334,196,360
DEJU_056_2019_jpeg.rf.ab1d10b6cc8ad4f93e1c873873936402.jpg,416,416,tree-top,8,298,34,325
DEJU_056_2019_jpeg.rf.ab1d10b6cc8ad4f93e1c873873936402.jpg,416,416,tree-top,264,403,288,416
DEJU_056_2019_jpeg.rf.ab1d10b6cc8ad4f93e1c873873936402.jpg,416,416,tree-top,108,219,148,259
DEJU_056_2019_jpeg.rf.ab1d10b6cc8ad4f93e1c873873936402.jpg,416,416,tree-top,234,173,273,208
DEJU_056_2019_jpeg.rf.ab1d10b6cc8ad4f93e1c873873936402.jpg,416,416,tree-top,148,362,174,387
DEJU_056_2019_jpeg.rf.ab1d10b6cc8ad4f93e1c873873936402.jpg,416,416,tree-top,22,115,58,145
DEJU_056_2019_jpeg.rf.ab1d10b6cc8ad4f93e1c873873936402.jpg,416,416,tree-top,393,205,416,229
DEJU_056_2019_jpeg.rf.ab1d10b6cc8ad4f93e1c873873936402.jpg,416,416,tree-top,260,82,286,108
DEJU_056_2019_jpeg.rf.ab1d10b6cc8ad4f93e1c873873936402.jpg,416,416,tree-top,316,332,355,370
DEJU_056_2019_jpeg.rf.ab1d10b6cc8ad4f93e1c873873936402.jpg,416,416,tree-top,1,161,16,195
DEJU_056_2019_jpeg.rf.ab1d10b6cc8ad4f93e1c873873936402.jpg,416,416,tree-top,237,199,271,231
DEJU_056_2019_jpeg.rf.ab1d10b6cc8ad4f93e1c873873936402.jpg,416,416,tree-top,89,263,115,290
DEJU_056_2019_jpeg.rf.ab1d10b6cc8ad4f93e1c873873936402.jpg,416,416,tree-top,328,275,383,333
DEJU_056_2019_jpeg.rf.ab1d10b6cc8ad4f93e1c873873936402.jpg,416,416,tree-top,60,359,86,399
2018_SJER_3_254000_4105000_image_703_jpeg.rf.ab38792595e1aefeb034a8f31550826c.jpg,416,416,tree-top,42,224,112,292
2018_SJER_3_254000_4105000_image_703_jpeg.rf.ab38792595e1aefeb034a8f31550826c.jpg,416,416,tree-top,146,125,281,235
ABBY_023_2018_jpeg.rf.ab4b92bb55f182b6a6682fc514c6a2b3.jpg,416,416,tree-top,304,301,368,361
ABBY_023_2018_jpeg.rf.ab4b92bb55f182b6a6682fc514c6a2b3.jpg,416,416,tree-top,255,148,319,196
ABBY_023_2018_jpeg.rf.ab4b92bb55f182b6a6682fc514c6a2b3.jpg,416,416,tree-top,83,333,133,384
ABBY_023_2018_jpeg.rf.ab4b92bb55f182b6a6682fc514c6a2b3.jpg,416,416,tree-top,64,51,110,111
ABBY_023_2018_jpeg.rf.ab4b92bb55f182b6a6682fc514c6a2b3.jpg,416,416,tree-top,138,307,176,343
ABBY_023_2018_jpeg.rf.ab4b92bb55f182b6a6682fc514c6a2b3.jpg,416,416,tree-top,42,320,84,361
ABBY_023_2018_jpeg.rf.ab4b92bb55f182b6a6682fc514c6a2b3.jpg,416,416,tree-top,1,240,35,305
ABBY_023_2018_jpeg.rf.ab4b92bb55f182b6a6682fc514c6a2b3.jpg,416,416,tree-top,342,263,393,313
ABBY_023_2018_jpeg.rf.ab4b92bb55f182b6a6682fc514c6a2b3.jpg,416,416,tree-top,44,216,105,287
ABBY_023_2018_jpeg.rf.ab4b92bb55f182b6a6682fc514c6a2b3.jpg,416,416,tree-top,170,0,240,51
ABBY_023_2018_jpeg.rf.ab4b92bb55f182b6a6682fc514c6a2b3.jpg,416,416,tree-top,283,15,331,59
ABBY_023_2018_jpeg.rf.ab4b92bb55f182b6a6682fc514c6a2b3.jpg,416,416,tree-top,361,2,415,78
ABBY_023_2018_jpeg.rf.ab4b92bb55f182b6a6682fc514c6a2b3.jpg,416,416,tree-top,367,184,415,272
ABBY_023_2018_jpeg.rf.ab4b92bb55f182b6a6682fc514c6a2b3.jpg,416,416,tree-top,218,360,284,416
ABBY_023_2018_jpeg.rf.ab4b92bb55f182b6a6682fc514c6a2b3.jpg,416,416,tree-top,252,215,288,247
ABBY_023_2018_jpeg.rf.ab4b92bb55f182b6a6682fc514c6a2b3.jpg,416,416,tree-top,165,260,226,310
ABBY_023_2018_jpeg.rf.ab4b92bb55f182b6a6682fc514c6a2b3.jpg,416,416,tree-top,280,70,336,128
ABBY_023_2018_jpeg.rf.ab4b92bb55f182b6a6682fc514c6a2b3.jpg,416,416,tree-top,8,136,42,180
ABBY_023_2018_jpeg.rf.ab4b92bb55f182b6a6682fc514c6a2b3.jpg,416,416,tree-top,287,366,363,414
ABBY_023_2018_jpeg.rf.ab4b92bb55f182b6a6682fc514c6a2b3.jpg,416,416,tree-top,26,51,61,92
ABBY_023_2018_jpeg.rf.ab4b92bb55f182b6a6682fc514c6a2b3.jpg,416,416,tree-top,172,136,206,169
ABBY_023_2018_jpeg.rf.ab4b92bb55f182b6a6682fc514c6a2b3.jpg,416,416,tree-top,217,46,253,94
ABBY_023_2018_jpeg.rf.ab4b92bb55f182b6a6682fc514c6a2b3.jpg,416,416,tree-top,178,223,212,253
ABBY_023_2018_jpeg.rf.ab4b92bb55f182b6a6682fc514c6a2b3.jpg,416,416,tree-top,273,329,299,359
ABBY_023_2018_jpeg.rf.ab4b92bb55f182b6a6682fc514c6a2b3.jpg,416,416,tree-top,253,271,303,317
ABBY_023_2018_jpeg.rf.ab4b92bb55f182b6a6682fc514c6a2b3.jpg,416,416,tree-top,114,107,150,159
ABBY_023_2018_jpeg.rf.ab4b92bb55f182b6a6682fc514c6a2b3.jpg,416,416,tree-top,157,92,199,136
ABBY_023_2018_jpeg.rf.ab4b92bb55f182b6a6682fc514c6a2b3.jpg,416,416,tree-top,45,133,109,179
ABBY_023_2018_jpeg.rf.ab4b92bb55f182b6a6682fc514c6a2b3.jpg,416,416,tree-top,249,74,287,106
ABBY_023_2018_jpeg.rf.ab4b92bb55f182b6a6682fc514c6a2b3.jpg,416,416,tree-top,295,194,325,237
BART_005_2018_jpeg.rf.ab640809bbe4b95cdd1fbfa04a8979b4.jpg,416,416,tree-top,142,1,297,136
BART_005_2018_jpeg.rf.ab640809bbe4b95cdd1fbfa04a8979b4.jpg,416,416,tree-top,246,268,344,352
BART_005_2018_jpeg.rf.ab640809bbe4b95cdd1fbfa04a8979b4.jpg,416,416,tree-top,0,201,74,307
BART_005_2018_jpeg.rf.ab640809bbe4b95cdd1fbfa04a8979b4.jpg,416,416,tree-top,0,2,115,92
BART_005_2018_jpeg.rf.ab640809bbe4b95cdd1fbfa04a8979b4.jpg,416,416,tree-top,244,339,314,416
BART_005_2018_jpeg.rf.ab640809bbe4b95cdd1fbfa04a8979b4.jpg,416,416,tree-top,88,185,216,370
BART_005_2018_jpeg.rf.ab640809bbe4b95cdd1fbfa04a8979b4.jpg,416,416,tree-top,5,322,99,403
BART_005_2018_jpeg.rf.ab640809bbe4b95cdd1fbfa04a8979b4.jpg,416,416,tree-top,177,133,250,215
BART_005_2018_jpeg.rf.ab640809bbe4b95cdd1fbfa04a8979b4.jpg,416,416,tree-top,356,150,416,223
BART_005_2018_jpeg.rf.ab640809bbe4b95cdd1fbfa04a8979b4.jpg,416,416,tree-top,321,20,415,158
BART_005_2018_jpeg.rf.ab640809bbe4b95cdd1fbfa04a8979b4.jpg,416,416,tree-top,367,225,415,285
BART_005_2018_jpeg.rf.ab640809bbe4b95cdd1fbfa04a8979b4.jpg,416,416,tree-top,323,307,415,416
BART_005_2018_jpeg.rf.ab640809bbe4b95cdd1fbfa04a8979b4.jpg,416,416,tree-top,226,197,284,249
BART_005_2018_jpeg.rf.ab640809bbe4b95cdd1fbfa04a8979b4.jpg,416,416,tree-top,284,195,377,277
BART_005_2018_jpeg.rf.ab640809bbe4b95cdd1fbfa04a8979b4.jpg,416,416,tree-top,145,366,199,416
BART_005_2018_jpeg.rf.ab640809bbe4b95cdd1fbfa04a8979b4.jpg,416,416,tree-top,193,366,255,416
BART_005_2018_jpeg.rf.ab640809bbe4b95cdd1fbfa04a8979b4.jpg,416,416,tree-top,50,256,110,329
BART_005_2018_jpeg.rf.ab640809bbe4b95cdd1fbfa04a8979b4.jpg,416,416,tree-top,0,86,122,208
